Source,Target,Weight,Sim
267,309,1,0.9940000000000001
136,129,1,1.0
136,338,1,1.0
572,136,1,0.991
136,227,1,1.0
136,24,1,1.0
136,17,1,1.0
136,77,1,1.0
136,241,2,1.0
136,19,1,1.0
136,257,1,1.0
136,36,1,1.0
136,315,1,1.0
136,220,1,1.0
136,33,1,1.0
699,136,1,0.996
321,136,1,0.975
136,310,1,1.0
136,138,2,1.0
136,309,1,1.0
102,129,1,1.0
338,102,1,1.0
572,102,1,0.991
227,102,1,1.0
24,102,1,1.0
17,102,1,1.0
77,102,1,1.0
241,102,1,1.0
19,102,1,1.0
257,102,1,1.0
36,102,1,1.0
315,102,1,1.0
220,102,1,1.0
33,102,1,1.0
699,102,1,0.996
321,102,1,0.975
310,102,1,1.0
138,102,1,1.0
102,309,1,1.0
338,129,1,1.0
572,129,1,0.991
227,129,1,1.0
24,129,1,1.0
17,129,1,1.0
77,129,1,1.0
241,129,1,1.0
19,129,1,1.0
257,129,1,1.0
36,129,1,1.0
315,129,1,1.0
220,129,1,1.0
33,129,1,1.0
699,129,1,0.996
321,129,1,0.975
223,129,1,1.0
310,129,1,1.0
138,129,1,1.0
137,129,1,1.0
129,309,1,1.0
572,338,1,0.991
338,227,1,1.0
338,24,1,1.0
338,17,1,1.0
338,77,1,1.0
338,241,1,1.0
338,19,1,1.0
338,257,1,1.0
338,36,1,1.0
338,315,1,1.0
338,220,1,1.0
338,33,1,1.0
699,338,1,0.996
321,338,1,0.975
338,223,1,1.0
338,310,1,1.0
138,338,1,1.0
137,338,1,1.0
338,309,1,1.0
572,227,1,0.991
572,24,1,0.991
572,17,1,0.991
572,77,1,0.991
572,241,1,0.991
572,19,1,0.991
572,257,1,0.991
572,36,1,0.991
572,315,1,0.991
572,220,1,0.991
572,33,1,0.991
699,572,1,0.987
321,572,1,0.966
572,223,1,0.991
572,310,1,0.991
572,138,1,0.991
572,137,1,0.991
572,309,1,0.991
601,496,1,0.965
227,24,1,1.0
227,77,1,1.0
227,241,1,1.0
227,19,1,1.0
227,36,1,1.0
699,227,1,0.996
321,227,1,0.975
223,227,1,1.0
227,310,1,1.0
138,227,1,1.0
227,309,1,1.0
17,24,1,1.0
24,77,1,1.0
241,24,2,1.0
19,24,1,1.0
257,24,1,1.0
24,36,1,1.0
315,24,1,1.0
220,24,1,1.0
24,33,1,1.0
699,24,1,0.996
321,24,1,0.975
223,24,1,1.0
24,310,1,1.0
138,24,1,1.0
137,24,1,1.0
24,309,1,1.0
17,77,1,1.0
241,17,1,1.0
17,19,1,1.0
17,36,1,1.0
699,17,1,0.996
321,17,1,0.975
223,17,1,1.0
17,310,1,1.0
138,17,1,1.0
241,77,1,1.0
19,77,1,1.0
257,77,1,1.0
36,77,1,1.0
315,77,1,1.0
220,77,1,1.0
33,77,1,1.0
699,77,1,0.996
321,77,1,0.975
223,77,1,1.0
310,77,1,1.0
138,77,1,1.0
137,77,1,1.0
77,309,1,1.0
241,19,1,1.0
241,36,1,1.0
315,241,1,1.0
220,241,1,1.0
241,33,1,1.0
699,241,1,0.996
321,241,1,0.975
223,241,1,1.0
241,310,1,1.0
138,241,5,1.0
137,241,1,1.0
241,309,1,1.0
257,19,1,1.0
19,36,1,1.0
315,19,1,1.0
220,19,1,1.0
19,33,1,1.0
699,19,1,0.996
321,19,1,0.975
223,19,1,1.0
19,310,1,1.0
138,19,1,1.0
137,19,1,1.0
19,309,1,1.0
257,36,1,1.0
699,257,1,0.996
321,257,1,0.975
223,257,1,1.0
257,310,1,1.0
257,309,1,1.0
315,36,1,1.0
220,36,1,1.0
33,36,1,1.0
699,36,1,0.996
321,36,1,0.975
223,36,1,1.0
36,310,1,1.0
138,36,1,1.0
137,36,1,1.0
36,309,1,1.0
699,315,1,0.996
321,315,1,0.975
315,223,1,1.0
315,310,1,1.0
138,315,1,1.0
315,309,1,1.0
699,220,1,0.996
321,220,1,0.975
220,223,1,1.0
220,310,1,1.0
138,220,1,1.0
220,309,1,1.0
699,33,1,0.996
321,33,1,0.975
223,33,1,1.0
33,310,1,1.0
138,33,1,1.0
699,321,1,0.991
699,223,1,0.996
699,310,1,0.996
699,138,1,0.996
699,137,1,0.996
699,309,1,0.996
321,223,1,0.975
321,310,1,0.975
321,138,1,0.975
321,137,1,0.975
321,309,1,0.975
223,310,1,1.0
138,223,1,1.0
223,309,1,1.0
138,310,1,1.0
137,310,1,1.0
310,309,1,1.0
137,138,1,1.0
138,309,1,1.0
168,18,29,0.971
168,244,19,0.971
183,122,8,1.0
226,194,9,0.963
168,232,2,0.982
168,233,1,0.971
233,236,2,1.0
122,196,21,1.0
122,48,2,1.0
122,232,3,0.9359999999999999
260,236,4,1.0
480,552,1,0.914
144,20,2,1.0
205,33,7,1.0
201,205,10,1.0
20,33,2,1.0
201,20,1,1.0
201,33,1,1.0
136,20,4,1.0
204,20,1,1.0
241,20,1,1.0
172,20,1,1.0
207,20,1,1.0
187,20,1,1.0
187,240,1,1.0
179,20,1,0.997
662,20,1,0.9940000000000001
250,20,1,1.0
20,35,1,1.0
144,240,2,1.0
21,51,1,1.0
21,47,1,1.0
47,51,1,1.0
215,23,1,1.0
173,23,6,1.0
147,24,1,1.0
261,24,1,1.0
634,280,1,0.992
122,25,8,0.998
237,251,4,1.0
168,198,1,0.971
617,325,1,0.9590000000000001
137,27,1,1.0
27,41,1,1.0
261,27,1,1.0
264,27,1,1.0
530,27,1,1.0
447,27,1,0.996
269,27,1,1.0
530,447,1,0.996
530,269,1,1.0
447,269,1,0.996
165,27,1,1.0
144,27,1,1.0
27,35,1,1.0
218,27,1,1.0
240,27,1,1.0
218,35,1,1.0
240,35,1,1.0
218,240,4,1.0
415,675,1,0.909
593,698,1,1.0
30,87,1,1.0
137,30,1,1.0
106,137,1,1.0
106,30,1,1.0
207,30,1,1.0
580,318,2,0.968
31,38,1,1.0
761,130,1,1.0
463,761,1,0.9990000000000001
463,130,1,0.9990000000000001
761,33,1,1.0
448,662,1,0.985
687,662,1,0.975
588,662,1,0.961
584,662,1,0.935
547,662,1,0.993
448,607,1,0.9109999999999999
607,687,1,0.9109999999999999
588,607,1,0.9129999999999999
448,687,1,0.948
448,588,1,0.93
584,448,1,0.929
448,547,1,0.986
588,687,1,0.998
547,687,1,0.953
547,588,1,0.934
584,547,1,0.938
262,33,6,1.0
205,262,11,1.0
214,33,3,1.0
188,205,2,1.0
188,33,1,1.0
218,33,3,1.0
160,218,2,1.0
160,33,1,1.0
33,98,1,1.0
179,33,1,0.997
33,424,1,1.0
122,91,1,1.0
241,35,2,1.0
136,35,3,1.0
207,35,2,1.0
35,103,2,1.0
207,103,1,1.0
35,42,1,0.998
36,43,1,1.0
211,43,1,1.0
211,36,1,1.0
656,740,1,0.976
559,740,1,0.9990000000000001
559,656,1,0.966
136,38,1,1.0
38,98,1,1.0
179,42,1,1.0
646,687,1,0.961
617,469,1,0.965
562,367,1,0.951
562,568,1,0.965
562,530,1,1.0
307,641,1,0.9890000000000001
307,326,1,0.9329999999999999
623,326,1,0.965
307,305,1,0.996
415,453,1,0.9890000000000001
207,43,2,1.0
240,43,1,1.0
240,45,1,1.0
220,45,1,1.0
188,45,1,1.0
672,280,1,0.992
646,377,1,0.996
672,377,1,0.99
646,672,1,0.992
672,411,1,0.975
672,435,1,0.975
198,236,1,1.0
48,236,2,1.0
49,55,225,0.96
215,51,8,1.0
52,79,319,0.983
56,194,12,0.991
214,57,1,1.0
57,77,1,1.0
231,61,96,0.902
231,59,97,0.902
59,61,185,1.0
60,232,2,0.9540000000000001
122,229,6,0.932
66,70,173,1.0
63,70,183,1.0
68,70,183,1.0
65,70,165,0.987
63,66,179,1.0
66,68,175,1.0
65,66,164,0.987
63,68,179,1.0
63,65,170,0.987
65,68,171,0.987
64,67,206,1.0
67,71,7,0.9009999999999999
64,71,14,0.9009999999999999
72,73,56,0.9990000000000001
497,641,1,0.9890000000000001
74,76,321,1.0
75,76,336,1.0
74,75,334,1.0
78,104,1,1.0
81,119,95,0.982
81,80,95,0.982
80,119,97,1.0
465,516,1,0.975
516,532,1,0.97
339,516,1,0.9590000000000001
516,280,1,0.9640000000000001
516,696,1,0.9840000000000001
465,532,1,0.998
465,280,1,0.997
465,696,1,0.982
339,532,1,0.995
532,280,1,1.0
696,532,1,0.976
339,280,1,0.995
339,696,1,0.9640000000000001
696,280,1,0.9690000000000001
206,83,24,0.943
84,265,2,1.0
84,257,1,1.0
257,265,4,1.0
84,247,1,1.0
187,265,5,1.0
265,98,5,1.0
147,265,2,1.0
241,265,6,1.0
92,108,386,1.0
86,108,387,1.0
108,110,383,1.0
108,109,384,1.0
86,92,384,1.0
92,110,385,1.0
92,109,384,1.0
86,110,383,1.0
86,109,384,1.0
109,110,386,1.0
187,87,1,1.0
250,87,1,1.0
247,87,1,1.0
89,180,9,1.0
89,227,2,1.0
89,201,1,1.0
89,240,1,1.0
264,89,4,1.0
89,261,1,1.0
89,166,6,1.0
89,144,2,1.0
89,165,1,1.0
264,144,1,1.0
93,99,503,1.0
434,377,1,0.945
94,95,116,1.0
403,342,1,1.0
403,130,1,0.9990000000000001
342,130,1,1.0
267,98,3,0.9940000000000001
138,171,4,1.0
171,98,6,1.0
138,147,3,1.0
138,187,8,1.0
147,257,2,1.0
211,98,2,1.0
171,187,2,1.0
171,241,8,1.0
171,265,3,1.0
171,205,2,1.0
205,98,1,1.0
205,241,3,1.0
101,191,11,0.985
266,105,1,1.0
136,211,1,1.0
211,105,1,1.0
211,219,1,1.0
136,105,1,1.0
219,105,1,1.0
172,105,1,1.0
106,165,1,1.0
106,250,1,1.0
106,618,1,1.0
106,147,1,1.0
411,687,1,0.932
391,688,1,0.976
219,114,1,1.0
266,114,1,1.0
387,114,1,1.0
668,114,1,1.0
465,737,1,0.924
121,190,48,1.0
122,149,10,1.0
122,233,3,1.0
125,126,378,1.0
124,125,371,1.0
124,126,384,1.0
129,130,2,1.0
738,286,1,0.9990000000000001
738,132,1,0.9990000000000001
132,286,1,1.0
146,132,2,0.9990000000000001
195,133,1,0.9470000000000001
136,205,1,1.0
138,205,1,1.0
136,187,6,1.0
136,144,1,1.0
136,160,1,1.0
137,262,3,1.0
137,532,1,1.0
660,137,1,0.919
214,262,4,1.0
137,214,1,1.0
138,214,2,1.0
262,267,7,0.9940000000000001
138,262,6,1.0
171,267,5,0.9940000000000001
147,171,2,1.0
187,262,4,1.0
250,262,3,1.0
187,250,3,1.0
138,250,2,1.0
138,265,1,1.0
164,245,290,0.996
164,182,285,0.966
142,200,30,0.982
163,200,34,1.0
142,163,129,0.982
182,245,324,0.9840000000000001
142,252,18,0.993
164,254,163,0.955
245,254,184,0.976
182,254,224,0.9990000000000001
164,252,74,0.943
245,252,74,0.914
662,532,2,0.996
384,532,1,0.95
384,662,1,0.95
144,180,1,1.0
144,166,5,1.0
144,171,1,1.0
144,214,2,1.0
144,205,2,1.0
144,160,3,1.0
144,250,3,1.0
144,147,1,1.0
144,179,1,0.997
144,207,1,1.0
160,223,1,1.0
144,223,1,1.0
145,228,1,1.0
145,211,1,1.0
145,208,2,1.0
145,259,1,1.0
147,247,3,1.0
147,250,1,1.0
151,158,1,1.0
154,162,310,0.997
156,201,1,1.0
156,160,2,1.0
334,736,1,0.905
158,190,1,1.0
159,167,1,1.0
160,171,1,1.0
160,214,1,1.0
160,179,1,0.997
179,187,1,0.997
160,187,1,1.0
365,359,1,0.986
643,568,1,0.9990000000000001
165,166,1,1.0
165,187,2,1.0
165,179,1,0.997
165,214,1,1.0
166,180,4,1.0
166,240,2,1.0
264,166,6,1.0
264,180,1,1.0
166,227,2,1.0
166,201,5,1.0
166,179,1,0.997
166,218,1,1.0
179,218,2,0.997
264,179,1,0.997
264,218,1,1.0
201,240,1,1.0
166,171,1,1.0
166,262,2,1.0
166,261,1,1.0
166,205,1,1.0
168,260,2,0.976
646,280,1,0.9990000000000001
315,668,1,1.0
319,516,1,0.9640000000000001
171,240,2,1.0
171,179,1,0.997
188,214,2,1.0
171,188,1,1.0
171,214,1,1.0
171,228,1,1.0
172,266,1,1.0
172,207,1,1.0
172,199,1,1.0
439,317,1,0.927
264,174,1,1.0
179,261,1,0.997
179,262,4,0.997
179,205,4,0.997
240,262,3,1.0
179,214,1,0.997
179,188,1,0.997
188,250,2,1.0
677,513,1,0.9229999999999999
677,532,1,0.919
187,247,1,1.0
247,265,1,1.0
241,247,1,1.0
187,205,1,1.0
