user_id,app_desc,weight
14340875,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",20
14340875,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",13
1461456505,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
1470344958,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",566
1490286739,"<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>",26
1490286739,"<a href=""http://www.retwittr.com"" rel=""nofollow"">retwittr api</a>",371
1500431046,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",592
15102725,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",137
15102725,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",63
1518658176,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",397
1551207157,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",22
1551207157,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",376
1551207157,"<a href=""http://wowthemjewelry.com/"" rel=""nofollow"">WowThemJewelry</a>",2
15517570,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",29
15517570,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",23
15517570,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Prod2</a>",141
15517570,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",7
1555076659,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
1567888128,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",200
1572947965,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",397
15736267,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",185
15736267,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",11
15736267,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
15736267,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2
1582772389,"<a href=""http://www.rtwitt1.com"" rel=""nofollow"">rtwitt1.net</a>",402
158451341,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",151
158451341,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",49
1607304960,"<a href=""http://www.rtwity.com"" rel=""nofollow"">rtwity.1</a>",419
1640191676,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",393
1640191676,"<a href=""http://tweepsmap.com"" rel=""nofollow"">Tweepsmap</a>",4
1662459180,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",395
1668963294,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",399
1668963294,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1
1677547832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
1689947114,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",294
1689947114,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",8
1692441331,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",577
1692441331,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6
1713199440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",399
1732102699,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",345
1732102699,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",1
1732102699,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",49
18019316,"<a href=""http://www.heise.de"" rel=""nofollow"">heise Tweetfeeds</a>",200
1855550737,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
1858218804,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1
1858218804,"<a href=""http://naa-sh.com"" rel=""nofollow"">\u0632\u064a\u0627\u062f\u0629 \u0645\u062a\u0627\u0628\u0639\u064a\u0646 \u0628\u0627\u0644\u0645\u062c\u0627\u0646</a>",400
1873016161,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",400
1880262133,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
1886085126,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",105
1886085126,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",94
1894191792,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",372
1894191792,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",22
1894191792,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
19533817,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",56
19533817,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",140
19533817,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3
19533817,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>",1
198847494,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",200
20008239,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",86
20008239,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",50
20008239,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",64
20705412,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",71
20705412,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",40
20705412,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",84
20705412,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5
20742888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",189
20742888,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",5
20742888,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",6
21462959,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",83
21462959,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",90
21462959,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",6
21462959,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",21
2161329793,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",591
2161329793,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
216560049,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",184
216560049,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",16
2173400409,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",194
2173400409,"<a href=""http://modheek.com/lop"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u0623\u0630\u0643\u0640\u0640\u0640\u0640\u0627\u0631</a>",205
2205354442,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",584
22321602,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",39
22321602,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",161
2239959468,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",400
2240412408,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",392
2240412408,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>",4
2242998517,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",200
2251759256,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",81
2251759256,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1
2255165713,"<a href=""http://du3a.org"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u062a\u063a\u0631\u064a\u062f \u062f\u0639\u0627\u0621</a>",399
2255165713,"<a href=""http://twibbon.com"" rel=""nofollow"">Twibbon</a>",1
2257823867,"<a href=""http://grd5.com/twitter_app/"" rel=""nofollow"">\u063a\u0631\u062f \u0628\u0627\u0644\u062e\u064a\u0631.</a>",45
2257823867,"<a href=""http://www.retweet-xl.com/"" rel=""nofollow"">\u0623\u0642\u0648\u0649 \u0631\u062a\u0648\u064a\u062a</a>",409
226658621,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",126
226658621,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",73
226658621,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",1
2267843987,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",396
2267843987,"<a href=""https://affinitweet.com/"" rel=""nofollow"">Affinitweet.com</a>",2
2286370481,"<a href=""http://www.rt5ayal.com"" rel=""nofollow"">rt5ayal.com</a>",71
2286370481,"<a href=""http://emiratihost.com/tw/login"" rel=""nofollow"">TsweqVip</a>",51
2286370481,"<a href=""http://www.retweet-now.com/go"" rel=""nofollow"">Secondret</a>",372
2286370481,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter</a>",55
2288998113,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",399
228998051,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",64
228998051,"<a href=""http://ezinearticles.com"" rel=""nofollow"">EzineArticles</a>",3
228998051,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",139
228998051,"<a href=""https://bitly.com/"" rel=""nofollow"">Bitly</a>",4
228998051,"<a href=""http://www.matthewwoodward.co.uk"" rel=""nofollow"">MatthewWoodward</a>",2
228998051,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",17
228998051,"<a href=""http://sharethis.com"" rel=""nofollow"">ShareThis.com</a>",1
228998051,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",169
228998051,"<a href=""http://tweetglide.com/"" rel=""nofollow"">TweetGlide</a>",1
2292583449,"<a href=""http://www.grabinbox.com"" rel=""nofollow"">GrabInbox</a>",81
2292583449,"<a href=""http://quran.ksu.edu.sa/tw"" rel=""nofollow"">Ayat | \u0622\u064a\u0627\u062a</a>",28
2292583449,"<a href=""http://du3a.org"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u062a\u063a\u0631\u064a\u062f \u062f\u0639\u0627\u0621</a>",291
2300027396,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",183
2300027396,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",23
2300027396,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",194
2302379981,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",345
2307473098,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35
2307473098,"<a href=""http://hashtaq-gulf.com/retweet"" rel=""nofollow"">hashtaq_gulf</a>",1
2308237148,"<a href=""http://hashtaq-gulf.com/retweet"" rel=""nofollow"">hashtaq_gulf</a>",456
2309960328,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",166
2309960328,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",228
2309960328,"<a href=""http://millionaire-society-today.com"" rel=""nofollow"">GeorgeStefan</a>",6
2315987031,"<a href=""http://hashtaq-gulf.com/retweet"" rel=""nofollow"">hashtaq_gulf</a>",448
2324662198,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",399
2348866831,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",1
2348866831,"<a href=""http://www.top-f3.com/rt"" rel=""nofollow"">\u0631\u064a\u062a\u0648\u064a\u062a\u0640 \u0627\u0644\u0645\u062d\u062a\u0631\u0641\u0640</a>",399
2349111031,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",398
2349365743,"<a href=""http://www.top-f3.com/rt"" rel=""nofollow"">\u0631\u064a\u062a\u0648\u064a\u062a\u0640 \u0627\u0644\u0645\u062d\u062a\u0631\u0641\u0640</a>",344
2349365743,"<a href=""http://r.alrwadm.com"" rel=""nofollow"">r.alrwadm.com</a>",54
2349567572,"<a href=""http://www.top-f3.com/rt"" rel=""nofollow"">\u0631\u064a\u062a\u0648\u064a\u062a\u0640 \u0627\u0644\u0645\u062d\u062a\u0631\u0641\u0640</a>",400
2350593090,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",400
2351914922,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
2351914922,"<a href=""http://www.top-f3.com/rt"" rel=""nofollow"">\u0631\u064a\u062a\u0648\u064a\u062a\u0640 \u0627\u0644\u0645\u062d\u062a\u0631\u0641\u0640</a>",399
2352295400,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter</a>",492
2353481137,"<a href=""http://www.top-f3.com/rt"" rel=""nofollow"">\u0631\u064a\u062a\u0648\u064a\u062a\u0640 \u0627\u0644\u0645\u062d\u062a\u0631\u0641\u0640</a>",395
2353532444,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",364
2353532444,"<a href=""http://www.top-f3.com/rt"" rel=""nofollow"">\u0631\u064a\u062a\u0648\u064a\u062a\u0640 \u0627\u0644\u0645\u062d\u062a\u0631\u0641\u0640</a>",170
2353532444,"<a href=""http://r.alrwadm.com"" rel=""nofollow"">r.alrwadm.com</a>",39
2355880849,"<a href=""http://www.moegov1.com/"" rel=""nofollow"">\u0642\u0631\u0648\u0628 \u0645\u0634\u0627\u0643\u0633</a>",425
2355880849,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter</a>",23
2360537271,"<a href=""http://www.moegov1.com/"" rel=""nofollow"">\u0642\u0631\u0648\u0628 \u0645\u0634\u0627\u0643\u0633</a>",450
2370004177,"<a href=""http://www.moegov1.com"" rel=""nofollow"">http://www.a.strtweet.com</a>",482
2370004177,"<a href=""http://retweetsa.com/rt1"" rel=""nofollow"">retweetsa.com/rt1</a>",20
2370018704,"<a href=""http://www.moegov1.com"" rel=""nofollow"">http://www.a.strtweet.com</a>",492
2370018704,"<a href=""http://retweetsa.com/rt1"" rel=""nofollow"">retweetsa.com/rt1</a>",19
2370045050,"<a href=""http://www.moegov1.com"" rel=""nofollow"">http://www.a.strtweet.com</a>",495
2370045050,"<a href=""http://retweetsa.com/rt1"" rel=""nofollow"">retweetsa.com/rt1</a>",20
2371074297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",591
23798017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",57
23798017,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",143
2383848572,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",578
2384230429,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3
2384230429,"<a href=""http://emiratihost.com/tw/login"" rel=""nofollow"">TsweqVip</a>",51
2384230429,"<a href=""http://www.retweet-now.com/go"" rel=""nofollow"">Secondret</a>",430
2384230429,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter</a>",69
2384230429,"<a href=""http://www.arentin.com"" rel=""nofollow"">arentin</a>",1
2388596086,"<a href=""http://qurani.tv"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u0642\u0631\u0622\u0646\u064a</a>",400
239011319,"<a href=""http://qurani.tv"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u0642\u0631\u0622\u0646\u064a</a>",333
239011319,"<a href=""http://twitquran.com/About.aspx"" rel=""nofollow""> \u062a\u0648\u064a\u062a \u0642\u0631\u0622\u0646</a>",62
239011319,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5
2393611769,"<a href=""http://www.hashtaq-gulf.com/rt4/"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u0647\u0627\u0634\u062a\u0627\u0642 2014</a>",410
2427751065,"<a href=""http://www.ghared.com/"" rel=""nofollow"">\u063a\u0631\u062f \u0628\u0635\u062f\u0642\u0629</a>",400
243840338,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",580
243840338,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",1
2441168342,"<a href=""http://www.a9d2.tk/"" rel=""nofollow"">news24xxxxxxx</a>",424
2441168342,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1
2442306934,"<a href=""http://www.grabinbox.com"" rel=""nofollow"">GrabInbox</a>",400
2443064620,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",590
2454463891,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",110
2454463891,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",231
2454463891,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry\xae</a>",8
2454463891,"<a href=""http://www.tweytat.com"" rel=""nofollow"">\u062e\u062f\u0645\u0629 \u062a\u0648\u064a\u062a\u0627\u062a</a>",50
2454463891,"<a href=""http://erased5618418.com"" rel=""nofollow"">erased5618418</a>",12
2454463891,"<a href=""http://du3a.org"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u062a\u063a\u0631\u064a\u062f \u062f\u0639\u0627\u0621</a>",88
2454463891,"<a href=""http://topretweet.com/"" rel=""nofollow"">\u062a\u0640\u0637\u0640\u0628\u0640\u064a\u0640\u0642 \u062a\u0640\u0648\u0628 \u0631\u062a\u0640\u0648\u064a\u0640\u062a</a>",50
2454463891,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter</a>",26
245956466,"<a href=""https://www.alarabiya.net"" rel=""nofollow"">Alarabiya Social Media Poster</a>",200
246478540,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
246507134,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",265
246507134,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",321
2466653496,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",293
2466653496,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",1
2466653496,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5
2480685036,"<a href=""http://www.grabinbox.com"" rel=""nofollow"">GrabInbox</a>",400
2481471636,"<a href=""http://www.s33w.com/"" rel=""nofollow"">toomytoomy</a>",491
2481471636,"<a href=""http://rtwet.org"" rel=""nofollow"">rtwet.org</a>",66
2491297770,"<a href=""http://twitteradv.com/t2/"" rel=""nofollow"">\u062a\u0640\u0640\u0640\u0637\u0628\u064a\u0640\u0642 \u0645\u0640\u0640\u0646\u0648\u0639</a>",400
2491299308,"<a href=""http://rtawtt.com/rt/"" rel=""nofollow"">\u062a\u0640\u0640\u0637\u0628\u064a\u0642 \u0631\u064a\u062a\u0648\u064a\u062a</a>",9
2491299308,"<a href=""http://twitteradv.com/t2/"" rel=""nofollow"">\u062a\u0640\u0640\u0640\u0637\u0628\u064a\u0640\u0642 \u0645\u0640\u0640\u0646\u0648\u0639</a>",391
2498812080,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",377
2498812080,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",23
2507955978,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",37
2507955978,"<a href=""http://vd1.co/lop"" rel=""nofollow"">\u0623\u0630\u0643\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0640\u0627\u0631</a>",363
2524040702,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",395
2524040702,"<a href=""http://www.younow.com"" rel=""nofollow"">YouNow</a>",1
2526148348,"<a href=""http://www.s33w.com/"" rel=""nofollow"">toomytoomy</a>",491
2526148348,"<a href=""http://rtwet.org"" rel=""nofollow"">rtwet.org</a>",65
2535281383,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>",128
2535281383,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",59
